"","PpsID","cattell_IRT_Score","cattell_IRT_ScoreNorm","ans_IRT_Score","ans_IRT_ScoreNorm","PD_IRT_Score","PD_IRT_ScoreNorm","RJ_IRT_Score","RJ_IRT_ScoreNorm","IRT_Vocab_Score","IRT_Vocab_ScoreNorm"
"1","ID_653",-1.08973468109976,-1.09921617528146,0.716142426976392,0.464849742602886,-0.337617323949223,-0.782388165455515,-1.73284485666255,-2.66791911446084,NA,NA
"2","ID_681",NA,NA,-1.41243961081717,-1.03743052934689,-1.82464381396123,-1.71303366403042,-1.91803864048858,-3.4953539050334,NA,NA
"3","ID_123",-0.0116653674089134,-0.094430259367863,-0.441644461247837,-0.320979227557385,0.388077625957688,0.489470280929446,-0.911369135930803,-2.01727053691623,NA,NA
"4","ID_298",-0.782980523115117,-0.716970127995095,0.394167493967716,0.227338213613976,NA,NA,0.205227242756865,0.363892537041284,NA,NA
"5","ID_353",-1.06360278068312,-1.11503233075986,-0.773259942824937,-0.603567347238253,NA,NA,0.205227242756865,0.363892537041284,NA,NA
"6","ID_56",0.991530158026537,1.05333870100247,-0.917186122756823,-0.704609292736848,0.0239474605144253,0.36625548373727,0.205227242756865,0.363892537041284,NA,NA
"7","ID_420",1.15849308922177,1.36408400986305,-0.10000282310263,-0.131320639562681,NA,NA,0.205227242756865,0.363892537041284,NA,NA
"8","ID_451",0.43608175662687,0.395825269294339,0.268517796976277,0.0236151117347861,-0.484665075311228,-0.126774589754401,0.205227242756865,0.363892537041284,-0.524527792113307,-0.676299838471425
"9","ID_699",0.245523979207362,0.128933675892248,-1.48416769247153,-1.00845990483871,NA,NA,-2.33986364820759,-4.08325514509385,NA,NA
"10","ID_220",1.24549275291575,1.38613705468279,0.309773747302683,0.161698701930205,NA,NA,0.205227242756865,0.363892537041284,NA,NA
"11","ID_243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","ID_684",-1.39511139938488,-1.54945041222226,-3.73542136739697,-3.13685579174593,-0.603940290766268,-1.02550457242657,0.205227242756865,0.363892537041284,NA,NA
"13","ID_643",-1.34234822367575,-1.64113859714797,-3.74017315406572,-2.06067803560171,0.266675916628925,0.497403096523168,-0.851836164035041,-1.86645974343551,NA,NA
"14","ID_73",-1.58208377865148,-1.50810977998415,-2.10826697069193,-1.46830127774772,-1.94022310287364,-2.45812053634849,-1.97653606631959,-3.4953539050334,NA,NA
"15","ID_578",0.902799404586456,0.914293889192846,1.01426841733275,0.671967956789139,NA,NA,0.205227242756865,0.363892537041284,NA,NA
"16","ID_117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","ID_287",0.820240723552034,0.79100129226452,-0.94731857987808,-0.77227293238026,NA,NA,0.205227242756865,0.363892537041284,NA,NA
"18","ID_351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","ID_186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","ID_628",-0.0703663635647689,-0.233544244563501,-1.86146668409279,-1.22447365760007,-0.271406161824673,-0.328947091830719,0.205227242756865,0.363892537041284,-4.50838715508587,-1.51963125398025
"21","ID_201",-0.812160783975486,-0.756318699897255,-1.01591939718656,-0.831478936852522,NA,NA,-1.77567887218739,-2.66791911446084,NA,NA
"22","ID_226",1.5568987153292,1.96412923471429,-0.0177067492233497,-0.0665946617686066,0.0287803240372373,0.226700664564355,0.205227242756865,0.363892537041284,0.858139380474136,0.356444426461813
"23","ID_143",1.15849308922177,1.30160944075423,0.331128731662438,0.148662900976292,NA,NA,0.205227242756865,0.363892537041284,NA,NA
"24","ID_184",0.729372476181817,0.773543739323837,1.52538065383597,1.21544127820075,-0.246725375432623,-0.4193706771557,0.205227242756865,0.363892537041284,NA,NA
"25","ID_686",-1.4701154840863,-1.83437794415085,0.515804865848437,0.307447932952326,NA,NA,0.205227242756865,0.363892537041284,NA,NA
"26","ID_266",0.991530158026537,1.03853030797102,0.69612139708611,0.422216162231484,NA,NA,0.205227242756865,0.363892537041284,NA,NA
"27","ID_253",-0.703410310656127,-0.544307050690037,-1.18062251552126,-0.973394856392653,-0.714644109023776,-0.396470887743535,0.205227242756865,0.363892537041284,NA,NA
"28","ID_599",-0.66466451040036,-0.579436866239249,0.612701923829868,0.389583013477438,0.0284823633409725,-0.489470280929446,0.205227242756865,0.363892537041284,-2.90740470138201,-1.91964367117702
"29","ID_492",0.582126119044208,0.559278035210623,-0.233913870411457,-0.205363444656187,-0.104534270969323,0.148047389652518,0.205227242756865,0.363892537041284,NA,NA
"30","ID_563",0.530778102612497,0.409769076019401,0.256817876565029,0.0665946617686065,-0.0411939963727535,-0.497403096523168,NA,NA,NA,NA
"31","ID_262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","ID_143",1.14790848666854,1.26262793665195,0.331128731662438,0.170404381875412,NA,NA,0.205227242756865,0.363892537041284,NA,NA
"33","ID_396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","ID_465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","ID_528",0.213418296094711,0.0815225893324912,-0.942576839534794,-0.661246298696065,0.623411093272888,1.09958386469207,0.205227242756865,0.363892537041284,-0.691707450719557,-0.735946390137874
"36","ID_252",-1.00142401840144,-0.940645136208424,-0.457425459400098,-0.403515884991499,0.575185444716679,0.73555339983234,0.205227242756865,0.363892537041284,NA,NA
"37","ID_319",0.613405954828197,0.56932854439886,0.000153210602859571,-0.0107333505757965,NA,NA,0.205227242756865,0.363892537041284,NA,NA
"38","ID_477",1.07447564944308,1.15584687241274,-0.82626018677979,-0.624300071279277,-0.200192049783768,0.0562234048641639,NA,NA,-0.949731669691375,-1.91964367117702
"39","ID_714",1.46290057341862,1.7297074278085,-1.05698443768117,-0.874715238001046,NA,NA,0.205227242756865,0.363892537041284,NA,NA
"40","ID_119",-0.960019742198887,-0.914293889192846,0.331128731662438,0.118340085296295,NA,NA,0.205227242756865,0.363892537041284,NA,NA
"41","ID_374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","ID_52",-2.00337740675387,-2.7995753739703,-0.899704952738873,-0.704609292736848,0.495826447374213,0.574447889301549,0.205227242756865,0.363892537041284,NA,NA
"43","ID_431",0.991859324936452,1.06083017711871,0.515356822869755,0.253854564905773,NA,NA,0.205227242756865,0.363892537041284,NA,NA
"44","ID_219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","ID_515",NA,NA,2.85770488459122,2.62974441034264,0.965436533370443,1.25384492532669,0.205227242756865,0.363892537041284,NA,NA
"46","ID_238",-0.658791161317286,-0.56932854439886,-0.245257847659871,-0.231746024101752,-0.63776865046832,-0.62916039062048,0.205227242756865,0.363892537041284,NA,NA
"47","ID_38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","ID_736",0.700547078300988,0.657274574084043,-0.306606969849707,-0.240575254998865,NA,NA,0.205227242756865,0.363892537041284,NA,NA
"49","ID_462",-0.46283450789849,-0.500099412243729,-0.495579804605021,-0.422216162231484,0.387103565938279,0.990495913997779,0.205227242756865,0.363892537041284,NA,NA
"50","ID_662",-1.34234822367575,-1.59362131852299,0.909180952672278,0.542848379902639,NA,NA,0.205227242756865,0.363892537041284,NA,NA
"51","ID_406",1.33854918150293,1.5353776255699,1.73067557057811,1.31070810972687,NA,NA,0.205227242756865,0.363892537041284,NA,NA
"52","ID_69",0.126345355535804,-0.017144508033186,-0.968465170242034,-0.766501760720779,0.376843069290151,0.321541641888703,NA,NA,NA,NA
